group,group_size,trial,repetition,tangram,message,n_words,n_correct,n_matchers
group029,3,49,5,I,ballet dancer,2,2.0,2
group029,3,50,5,L,bent knees pointing right,4,2.0,2
group029,3,50,5,L,no flick,2,2.0,2
group029,3,51,5,D,whole body -facing left with gun,6,2.0,2
group029,3,52,5,F,slouched facing left knee up,5,2.0,2
group029,3,53,5,J,fat body,2,2.0,2
group029,3,54,5,H,sleeping bag,2,2.0,2
group029,3,55,5,G,stiletto,1,2.0,2
group029,3,56,5,C,goalkeeper,1,2.0,2
group029,3,57,5,E,bugs bunny!,2,2.0,2
group029,3,58,5,K,praying to right - flick up,6,2.0,2
group029,3,59,5,B,small triangle bottom left,4,2.0,2
group029,3,60,6,I,ballet dancer,2,2.0,2
group029,3,61,6,F,slouched to the left and knees up,7,1.0,2
group029,3,62,6,J,fat one,2,2.0,2
group029,3,63,6,D,one with a gun,4,2.0,2
group029,3,63,6,D,facing left,2,2.0,2
group029,3,64,6,H,sleeping bag one,3,2.0,2
group029,3,65,6,K,"kneeling down to pray, flick up",6,2.0,2
group029,3,66,6,E,bunny ears :),3,2.0,2
group029,3,67,6,L,"kneeling down, no flick",4,1.0,2
group029,3,68,6,C,goalkeeper,1,2.0,2
group029,3,69,6,A,the zombie,2,2.0,2
group029,3,70,6,G,high heels,2,2.0,2
group029,3,71,6,B,small triangle on the left,5,2.0,2
group030,3,0,1,F,doing sit ups,3,2.0,2
group030,3,1,1,A,dinosaur,1,1.0,2
group030,3,1,1,A,one leg lifted,3,1.0,2
group030,3,1,1,A,head backwards,2,1.0,2
group030,3,2,1,D,beggar asking for money in a bowl,7,2.0,2
group030,3,2,1,D,standing straight,2,2.0,2
group030,3,3,1,E,looks like a rabbit,4,2.0,2
group030,3,3,1,E,2 ears,2,2.0,2
group030,3,3,1,E,sitting,1,2.0,2
group030,3,3,1,E,triangle body,2,2.0,2
group030,3,3,1,E,2 ears up,3,2.0,2
group030,3,3,1,E,triangle ears,2,2.0,2
group030,3,4,1,K,beggar asking for money but a small portion of triangle sticking out,12,2.0,2
group030,3,4,1,K,at the back,3,2.0,2
group030,3,4,1,K,not the one with bent knees,6,2.0,2
group030,3,5,1,C,flying man,2,2.0,2
group030,3,5,1,C,like superman,2,2.0,2
group030,3,5,1,C,hands in the air,4,2.0,2
group030,3,5,1,C,like skydiving,2,2.0,2
group030,3,6,1,H,"no hands, just body and head",6,2.0,2
group030,3,6,1,H,"hands probably to the side, close to the body",9,2.0,2
group030,3,7,1,J,"hands and body but elbow sticking out, not the one last round",12,2.0,2
group030,3,7,1,J,head and body,3,2.0,2
group030,3,7,1,J,not hands,2,2.0,2
group030,3,7,1,J,small elbow sticking out,4,2.0,2
group030,3,7,1,J,left side of the body flat,6,2.0,2
group030,3,7,1,J,vertical left side,3,2.0,2
group030,3,8,1,L,"bent knees, 45 degrees, no feet, bowl in hand",9,1.0,2
group030,3,8,1,L,not the one with,4,1.0,2
group030,3,8,1,L,triangle sticking out,3,1.0,2
group030,3,9,1,I,one of the legs is lifted towards the back horizontally,10,2.0,2
group030,3,9,1,I,two hands in the front,5,2.0,2
group030,3,10,1,B,one hand forward,3,1.0,2
group030,3,10,1,B,one backward,2,1.0,2
group030,3,10,1,B,about to fight,3,1.0,2
group030,3,10,1,B,head not tilted backwards,4,1.0,2
group030,3,10,1,B,head is in the centre not tilted backwards,8,1.0,2
group030,3,10,1,B,one foot back,3,1.0,2
group030,3,11,1,G,"head tilted backwards, fighting stance",5,2.0,2
group030,3,11,1,G,kung fu,2,2.0,2
group030,3,12,2,A,"head tilted backward, one leg raised little",7,2.0,2
group030,3,12,2,A,standing position,2,2.0,2
group030,3,13,2,B,"kneeling down, with legs",4,0.0,2
group030,3,13,2,B,head in a straight position,5,0.0,2
group030,3,13,2,B,no ears,2,0.0,2
group030,3,13,2,B,not the kung fu,4,0.0,2
group030,3,13,2,B,just head and body kneeling,5,0.0,2
group030,3,13,2,B,left vertical kneeling position,4,0.0,2
group030,3,13,2,B,like a praying kneeling position,5,0.0,2
group030,3,13,2,B,no bowl,2,0.0,2
group030,3,14,2,E,rabbit look alike,3,2.0,2
group030,3,14,2,E,sitting position with 2 ears,5,2.0,2
group030,3,15,2,K,standing position with a little triangle at the back,9,1.0,2
group030,3,15,2,K,straight head with no ear,5,1.0,2
group030,3,15,2,K,no bowl just hands towards the right,7,1.0,2
group030,3,15,2,K,facing the right,3,1.0,2
group030,3,15,2,K,kneeling,1,1.0,2
group030,3,15,2,K,triangle back,2,1.0,2
group030,3,16,2,H,"no hand, no legs just straight head",7,2.0,2
group030,3,16,2,H,in a sitting position,4,2.0,2
group030,3,17,2,I,the superman with a leg raised to backward,8,2.0,2
group030,3,17,2,I,yeah horizontally,2,2.0,2
group030,3,18,2,C,the diver with no legs,5,2.0,2
group030,3,19,2,D,the beggar with a bow,5,2.0,2
group030,3,19,2,D,standing position,2,2.0,2
group030,3,19,2,D,square bow,2,2.0,2
group030,3,19,2,D,facing left,2,2.0,2
group030,3,20,2,G,the kungfu master with the fighting hands,7,2.0,2
group030,3,20,2,G,"head backward, facing right",4,2.0,2
group030,3,20,2,G,kneeling and also the head backward position like facing the ceiling,11,2.0,2
group030,3,21,2,J,"head straight, facing the right position",6,0.0,2
group030,3,21,2,J,hands like holding a triangle bow,6,0.0,2
group030,3,21,2,J,legs looks like a triangle shape too,7,0.0,2
group030,3,21,2,J,triangle shaped in the person while the back looks like a rectangle,12,0.0,2
group030,3,21,2,J,head is straight,3,0.0,2
group030,3,22,2,F,sitting position like someone lost in thought,7,2.0,2
group030,3,22,2,F,facing left,2,2.0,2
group030,3,22,2,F,situp yeah,2,2.0,2
group030,3,23,2,L,straight head like a fighter,5,0.0,2
group030,3,23,2,L,facing the right side with a triangle hand,8,0.0,2
group030,3,24,3,D,"Standing straight, holding a bowl, with a straight right side",10,2.0,2
group030,3,24,3,D,"Yes, has a square there",5,2.0,2
group030,3,25,3,L,"Facing right, kneeling, holding bowl, no triangle sticking up",9,2.0,2
group030,3,25,3,L,"With the upright diamond head, and zigzag legs",8,2.0,2
group030,3,26,3,C,"This one looks like a ghost to me, but you called it superman or skydiver",15,2.0,2
group030,3,27,3,A,"Looks like a stomping penguin to me, you called it a dinosaur",12,2.0,2
group030,3,27,3,A,Square on upper right side,5,2.0,2
group030,3,28,3,E,Rabbit with triangle ears and large triangle body,8,2.0,2
group030,3,28,3,E,"Head is on the left, facing right",7,2.0,2
group030,3,29,3,J,"Looks like a vampire to me, with a cloak.  Straight vertical left side",13,2.0,2
group030,3,29,3,J,"Very squared left side, and foot peeking out on the right bottom",12,2.0,2
group030,3,29,3,J,Just the one triangle.  Entire left side is square,9,2.0,2
group030,3,30,3,I,Looks like a figure skater,5,2.0,2
group030,3,30,3,I,"two arm triangles pointing left, and one leg horizontally right",10,2.0,2
group030,3,30,3,I,"Yes, head straight, one leg up",6,2.0,2
group030,3,30,3,I,"Yes, facing left",3,2.0,2
group030,3,31,3,G,"Kung fu with head tilting back left, and one leg extended to the right",14,1.0,2
group030,3,31,3,G,"Looks like a large lazy rabbit with one square ear to me, leaning back",14,1.0,2
group030,3,31,3,G,"It looks like ears to me, but it's one of the kung fu ones",14,1.0,2
group030,3,31,3,G,"Triangle leg is extending right, barely connected to body",9,1.0,2
group030,3,32,3,F,(sorry about that) Situps,4,2.0,2
group030,3,32,3,F,"Head tilted slightly left, but in situp position",8,2.0,2
group030,3,32,3,F,The legs and feet are pointing left,7,2.0,2
group030,3,32,3,F,"Looks like someone sitting and facing left, with legs bent slightly upward",12,2.0,2
group030,3,32,3,F,"Knees pointing up, toes pointing up and out",8,2.0,2
group030,3,33,3,B,"Kung fu with leg pointed back and to the right, and one triangle arm pointing up and right",18,2.0,2
group030,3,33,3,B,(Looks like a mouse with one square ear to me),10,2.0,2
group030,3,33,3,B,"Head upright and fairly center, slightly right",7,2.0,2
group030,3,33,3,B,"Triangle foot is in the lower left, with top part of foot on the ground",15,2.0,2
group030,3,34,3,K,"Kneeling with bowl, head upright, triangle part pointing up in the lower left",13,2.0,2
group030,3,35,3,H,"No arms or legs, looks like a lumpy letter i",10,2.0,2
group030,3,35,3,H,"Kind of sitting, but no legs visible",7,2.0,2
group030,3,36,4,B,"kung fu, triangle hand on the right, head centered",9,2.0,2
group030,3,36,4,B,kneeling,1,2.0,2
group030,3,36,4,B,not the one with long leg on the floor,9,2.0,2
group030,3,37,4,C,"ghost, superman, skydiver",3,2.0,2
group030,3,38,4,D,"standing straight, square bowl facing left",6,2.0,2
group030,3,39,4,A,"penguin stomping feet, dinosaur, square head on the right",9,2.0,2
group030,3,40,4,L,"zigzag legs, bowl in hand facing right",7,2.0,2
group030,3,41,4,G,"kung fu, long leg on the floor, head tilted",9,2.0,2
group030,3,41,4,G,facing the ceiling,3,2.0,2
group030,3,42,4,J,"vampire, vertical straight left side",5,2.0,2
group030,3,42,4,J,small triangle bottom right,4,2.0,2
group030,3,42,4,J,straight vertical left side body standing,6,2.0,2
group030,3,43,4,F,"deep in thought, situp position",5,2.0,2
group030,3,43,4,F,no ears,2,2.0,2
group030,3,44,4,E,"rabbit, 2 ears",3,2.0,2
group030,3,45,4,K,"bowl in hand kneeling, triangle sticking out facing left upwards",10,2.0,2
group030,3,45,4,K,leg facing upward,3,2.0,2
group030,3,45,4,K,not the body,3,2.0,2
group030,3,45,4,K,body facing right,3,2.0,2
group030,3,45,4,K,not zigzag,2,2.0,2
group030,3,46,4,H,big letter i,3,2.0,2
group030,3,46,4,H,no legs,2,2.0,2
group030,3,46,4,H,just head and body,4,2.0,2
group030,3,47,4,I,"two hands facing left, one leg horizontal on the right",10,2.0,2
group030,3,47,4,I,figure skating,2,2.0,2
group030,3,48,5,G,"square head tilted toward back, kneeling position with a leg towards right",12,2.0,2
group030,3,48,5,G,big leg backward,3,2.0,2
group030,3,48,5,G,the kungfu,2,2.0,2
group030,3,48,5,G,"yeah, square head",3,2.0,2
group030,3,49,5,F,"deep in thought, sitting position",5,2.0,2
group030,3,49,5,F,just head no ear,4,2.0,2
group030,3,50,5,D,triangle head with square bow,5,2.0,2
group030,3,50,5,D,"head like a diamond, standing holding a bowl",8,2.0,2
group030,3,50,5,D,facing right,2,2.0,2
group030,3,50,5,D,the beggar,2,2.0,2
group030,3,50,5,D,with square bow,3,2.0,2
group030,3,50,5,D,facing left standing,3,2.0,2
group030,3,51,5,C,"sky diver, ghost",3,2.0,2
group030,3,52,5,I,"skater, superman",2,2.0,2
group030,3,52,5,I,"yeah, one leg is up backward position",7,2.0,2
group030,3,53,5,A,"dinosaur, head tilted backward right",5,2.0,2
group030,3,54,5,J,"vertical straight back with a standing head,",7,2.0,2
group030,3,55,5,L,zig zag,2,2.0,2
group030,3,56,5,B,the second kung fu,4,2.0,2
group030,3,56,5,B,no long leg,3,2.0,2
group030,3,56,5,B,head straight,2,2.0,2
group030,3,57,5,K,the triangle shaped leg in a backward position,8,2.0,2
group030,3,57,5,K,holding a bow with a triangle shape,7,2.0,2
group030,3,58,5,H,"the I, no arm no leg",6,2.0,2
group030,3,59,5,E,rabbit with ears,3,2.0,2
group030,3,60,6,K,Beggar with triangle sticking out,5,2.0,2
group030,3,61,6,F,"Situps, deep in thought",4,2.0,2
group030,3,62,6,C,Skydiving ghost superman,3,2.0,2
group030,3,63,6,A,Stomping penguin dinosaur,3,2.0,2
group030,3,64,6,B,Kung fu with head centered,5,2.0,2
group030,3,64,6,B,upright head,2,2.0,2
group030,3,65,6,G,"Kung fu fighter facing ceiling, long leg on left",9,2.0,2
group030,3,66,6,J,Vampire with large square left side,6,2.0,2
group031,4,0,1,L,triangle is pointing out like a traffic cone on your chest,11,3.0,3
group031,4,0,1,L,facing right,2,3.0,3
group031,4,0,1,L,looks like the person is squatting,6,3.0,3
group031,4,0,1,L,knees bent,2,3.0,3
group031,4,1,1,C,person has arms raised up in the air,8,3.0,3
group031,4,1,1,C,"like the ""y"" in the ymca song",7,3.0,3
group031,4,2,1,I,has two triangles sticking out from chest,7,2.0,3
group031,4,2,1,I,pointing left,2,2.0,3
group031,4,3,1,E,has a hat that has two triangles. square head. body facing right,12,3.0,3
group031,4,3,1,E,looks like it's sitting down,5,3.0,3
group031,4,4,1,J,has a squarish body with a square head. the left side of the body looks like a square,18,3.0,3
group031,4,4,1,J,the pic that most looks like a complete square/rectangle body,10,3.0,3
group031,4,4,1,J,cut out on the right side,6,3.0,3
group031,4,5,1,A,has a trapezoid? as a head. two feet with one in the air,13,3.0,3
group031,4,5,1,A,facing left,2,3.0,3
group031,4,5,1,A,square sticking out of neck,5,3.0,3
group031,4,6,1,D,looks like a priest wearing a robe. facing left. arms stretched out holding something,14,3.0,3
group031,4,6,1,D,standing straight up,3,3.0,3
group031,4,7,1,B,the top is a square and right underneath are two triangle shapes.,12,2.0,3
group031,4,7,1,B,looks more like a blob and less like a person,10,2.0,3
group031,4,8,1,H,ok the top is a square and the bottom is one big shape connected to it. kind of potato shaped,20,2.0,3
group031,4,8,1,H,ok kind of looks like a baby. and the feet would be pointing right.,14,2.0,3
group031,4,8,1,H,like a swaddled baby,4,2.0,3
group031,4,9,1,G,ok the bottom is a trapezoid connected to a square shape. it's got two triangles sticking out and square on top for the head.,24,1.0,3
group031,4,9,1,G,the bottom points left,4,1.0,3
group031,4,9,1,G,the triangles stick out on the right,7,1.0,3
group031,4,9,1,G,no not that one,4,1.0,3
group031,4,9,1,G,this one kind of looks like someone is sitting/laying back,10,1.0,3
group031,4,9,1,G,"with the ""feet"" pointed to the left",7,1.0,3
group031,4,9,1,G,and the arms stuck backwards,5,1.0,3
group031,4,10,1,F,ok looks like someone sitting with knees bent. facing left.,10,2.0,3
group031,4,10,1,F,the legs/feet are really obvious on this one,8,2.0,3
group031,4,11,1,K,cone sticking out from chest facing right,7,2.0,3
group031,4,11,1,K,triangle point sticking up in the back,7,2.0,3
group031,4,11,1,K,it's the one that looks like its kneeling rather than squatting,11,2.0,3
group031,4,11,1,K,facing right,2,2.0,3
group031,4,12,2,G,okay so it's got a parallelogram at the bottom with the triangles sticking out on the right side,18,2.0,3
group031,4,12,2,G,a square for the head,5,2.0,3
group031,4,13,2,E,"so it has a hat with 2 triangles, and it's like a person leaning against a wall. points to the right",21,3.0,3
group031,4,14,2,L,"it's got a square for a head, and it looks like its kneeling",13,0.0,3
group031,4,14,2,L,a triangle points to the right out of its chest,10,0.0,3
group031,4,15,2,D,It looks like a pastor,5,2.0,3
group031,4,16,2,B,it has a square for a head and is just a bunch of shapes mashed together,16,3.0,3
group031,4,16,2,B,has a triangle points in both directions and a another triangle at the bottom left,15,3.0,3
group031,4,17,2,J,"so it has a square for a head, and the rest looks like you took a bite out of a rectangle",21,3.0,3
group031,4,17,2,J,faces to the right,4,3.0,3
group031,4,18,2,I,It's looks like someone is balancing on one leg. two triangle points facing the left,15,3.0,3
group031,4,19,2,C,the Y in YMCA,4,3.0,3
group031,4,20,2,K,it kinda looks like a dog balancing a diamond on its nose,12,1.0,3
group031,4,20,2,K,triangle pointing to the right,5,1.0,3
group031,4,20,2,K,lol sorry if you look at the right side of the shape it creates a < shape,17,1.0,3
group031,4,20,2,K,and it has a right triangle pointing up on the left side,12,1.0,3
group031,4,21,2,A,head is a trapezoid and has a square on its neck,11,3.0,3
group031,4,22,2,F,"head is a square, looks like it's sitting down, facing left",11,3.0,3
group031,4,23,2,H,it's just a blob with a square on top,9,3.0,3
group031,4,23,2,H,kinda looks like a backwards semicolon,6,3.0,3
group031,4,24,3,D,looks like the priest holding something facing left,8,3.0,3
group031,4,25,3,K,"there's a diamond on top, there is a triangle pointing to the right and below it is bent knees with a small point on the left",26,2.0,3
group031,4,25,3,K,makes a < on the right side,7,2.0,3
group031,4,26,3,A,"trapezoid head with a square sticking out of the neck, two feet facing left",14,3.0,3
group031,4,27,3,B,"the head is a diamond, there are two triangles pointing left and right, with a smaller triangle on the bottom left",21,2.0,3
group031,4,28,3,C,y in ymca,3,3.0,3
group031,4,29,3,F,"square head, looks like someone sitting down facing left with the legs sticking out",14,3.0,3
group031,4,30,3,I,looks like someone standing on one leg with two triangles pointing out of the left and a small triangle on the butt,22,2.0,3
group031,4,31,3,J,"diamond head, the body is a rectangle with a chunk missing from the right side",15,2.0,3
group031,4,32,3,E,"a hat with two triangles, square head looking down and they are sitting against a wall facing right",18,3.0,3
group031,4,33,3,H,"looks like a swaddled baby, facing right",7,3.0,3
group031,4,34,3,L,looks like someone squatting with one triangle pointing to the right,11,3.0,3
group031,4,35,3,G,"square head, two triangles pointing to the right with one pointing up and one pointing down, and then a trapezoid on the bottom on the left",26,3.0,3
group031,4,36,4,K,looks like someone kneeling down with their feet up behind them,11,2.0,3
group031,4,36,4,K,diamond head,2,2.0,3
group031,4,36,4,K,right i think,3,2.0,3
group031,4,37,4,E,leaning on wall with 2 triangles on head,8,3.0,3
group031,4,37,4,E,looking down,2,3.0,3
group031,4,38,4,I,standing on one leg looking left,6,2.0,3
group031,4,38,4,I,2 triangles facing left,4,2.0,3
group031,4,38,4,I,and 1 facing right,4,2.0,3
group031,4,39,4,J,rectangle with a bite taken out,6,3.0,3
group031,4,39,4,J,diamond head,2,3.0,3
group031,4,40,4,H,baby one,2,3.0,3
group031,4,41,4,C,Y in ymca,3,2.0,3
group031,4,42,4,B,looking left with diamond head,5,0.0,3
group031,4,42,4,B,sitting down,2,0.0,3
group031,4,43,4,F,same one as last time what u voted,8,2.0,3
group031,4,43,4,F,man looking left with the legs up,7,2.0,3
group031,4,43,4,F,sitting down,2,2.0,3
group031,4,43,4,F,like not flat but bent more than up,8,2.0,3
group031,4,43,4,F,leaning on the wall,4,2.0,3
group031,4,43,4,F,yes the one you voted for last time,8,2.0,3
group031,4,44,4,G,looks kinda like an inverted c with 2 triangles on back,11,3.0,3
group031,4,45,4,A,looking left with 1 foot like its about to stomp on the floor,13,3.0,3
group031,4,46,4,L,looking right with knees kinda bent with hand out in front,11,3.0,3
group031,4,46,4,L,diamond head,2,3.0,3
group031,4,46,4,L,yes looks like its about to kneel,7,3.0,3
group031,4,47,4,D,priest,1,3.0,3
group031,4,48,5,K,person kneeling facing right. triangle sticking out from chest,9,2.0,3
group031,4,48,5,K,the person on their knees rather than squatting,8,2.0,3
group031,4,49,5,B,diamond on top. two triangles right below facing each direction. big blob on bottom,14,2.0,3
group031,4,50,5,J,rectangle with bite taken out,5,3.0,3
group031,4,51,5,G,trapezoid on bottom. two triangles to the right. square head,10,3.0,3
group031,4,52,5,F,facing left. sitting against wall with knees bent,8,3.0,3
group031,4,53,5,E,facing right sitting against wall. triangles on the hat,9,3.0,3
group031,4,54,5,D,priest,1,3.0,3
group031,4,55,5,L,person squatting with cone sticking out of chest,8,3.0,3
group031,4,55,5,L,facing right,2,3.0,3
group031,4,55,5,L,knees bent,2,3.0,3
group031,4,56,5,C,y in ymca,3,3.0,3
group031,4,57,5,H,baby,1,3.0,3
group031,4,58,5,I,person facing left. balancing on one leg. triangle on the butt,11,3.0,3
group031,4,59,5,A,person facing left. balancing on one leg. square sticking out of neck,12,3.0,3
group031,4,60,6,L,person squatting facing the right with knees bent,8,3.0,3
group031,4,61,6,G,the inverted c with the two triangles on the right side,11,2.0,3
group031,4,61,6,G,one facing up and facing down,6,2.0,3
group031,4,62,6,A,trapezoid head with square on the neck,7,3.0,3
group031,4,63,6,K,person kneeling facing to the right,6,3.0,3
group031,4,63,6,K,on their knees with a triangle pointing to the right,10,3.0,3
group031,4,64,6,D,priest,1,3.0,3
group031,4,65,6,E,hat with 2 triangles,4,3.0,3
group031,4,66,6,F,"square head, facing left, sitting down against a wall",9,3.0,3
group031,4,66,6,F,legs are bent and facing left,6,3.0,3
group031,4,67,6,B,"diamond  on top, two triangles on both sides with another smaller triangle on the bottom left side",17,3.0,3
group031,4,68,6,C,y in ymca,3,2.0,3
group031,4,69,6,H,swaddled baby,2,3.0,3
group031,4,70,6,I,"balancing on one leg, with two triangles in chest facing left",11,3.0,3
group031,4,71,6,J,rectangle with bite taken out,5,3.0,3
group031,4,71,6,J,diamond for a head,4,3.0,3
group032,4,0,1,J,"I think they all look like people. So the shape is a person standing up, facing to the right, with arms out at shoulder height",25,0.0,3
group032,4,0,1,J,so square angled on the top,6,0.0,3
group032,4,0,1,J,flat down the left side,5,0.0,3
group032,4,0,1,J,right side has a triangle pointing out at the top,10,0.0,3
group032,4,0,1,J,then angled down the right side,6,0.0,3
group032,4,0,1,J,one arm straight out on the right side,8,0.0,3
group032,4,0,1,J,one square as head,4,0.0,3
group032,4,0,1,J,look for a 1 square at the top balancing on a corner,12,0.0,3
group032,4,0,1,J,then the shape under the square has a flat top and a flat left side,15,0.0,3
group032,4,0,1,J,maybe the person analogy wasn't great,6,0.0,3
group032,4,1,1,C,square head balancing on a corner,6,3.0,3
group032,4,1,1,C,body is a rectangle on a lean,7,3.0,3
group032,4,1,1,C,rectangle,1,3.0,3
group032,4,1,1,C,then two arms reaching up above the head,8,3.0,3
group032,4,2,1,K,square at the top balancing on a corner,8,2.0,3
group032,4,2,1,K,then under that is the same square shape but with a triangle jutting out to the right,17,2.0,3
group032,4,2,1,K,there is another triangle pointing out to the right at the bottom and also one pointing out to the left at the bottom,23,2.0,3
group032,4,2,1,K,this is a hard one sorry,6,2.0,3
group032,4,2,1,K,"there are two that I can see that that description could fit, the dog and it is one of them",20,2.0,3
group032,4,3,1,F,looks like a person sitting facing the left with their knees bend and feet sticking out,16,3.0,3
group032,4,3,1,F,head tilted down slightly,4,3.0,3
group032,4,4,1,A,"ok this one looks like it has 2 legs, balancing on one foot",13,3.0,3
group032,4,4,1,A,looks like a head with a beak is looking down to the raised foot,14,3.0,3
group032,4,4,1,A,facing the left,3,3.0,3
group032,4,4,1,A,then a square jutting out of the right shoulder,9,3.0,3
group032,4,4,1,A,"not not the ice skating one, i think i know what you mean",13,3.0,3
group032,4,5,1,I,ice skating one!,3,3.0,3
group032,4,5,1,I,square head balancin,3,3.0,3
group032,4,5,1,I,two triangle arms pointing to the left,7,3.0,3
group032,4,6,1,B,ok square balancing on the point of two triangles which are touching,12,3.0,3
group032,4,6,1,B,looks like a kneeling figure,5,3.0,3
group032,4,6,1,B,under the square is a smaller triangle on the right and a larger one on the left,17,3.0,3
group032,4,6,1,B,yeah could look like arms out,6,3.0,3
group032,4,6,1,B,there is a small triangle on the bottom left of the figure,12,3.0,3
group032,4,7,1,G,square head balancing on corner on the left of the hape,11,3.0,3
group032,4,7,1,G,shape,1,3.0,3
group032,4,7,1,G,the bottom left is a rectangle on an angle leaning to the right,13,3.0,3
group032,4,7,1,G,triangle lower right with the top point facing down and to the left,13,3.0,3
group032,4,7,1,G,yes triangle upper right with the top point facing up and left,12,3.0,3
group032,4,7,1,G,ah yes that is probably it,6,3.0,3
group032,4,8,1,L,looks like person facing to the right with knees bent and arms to the right like they are making an offering to someone,23,3.0,3
group032,4,8,1,L,the arms have a flat top and then angled underneath,10,3.0,3
group032,4,9,1,H,ok square balancing on top,5,3.0,3
group032,4,9,1,H,body is fairly straight with no arms,7,3.0,3
group032,4,9,1,H,triangle pointing out at the bottom to the right,9,3.0,3
group032,4,10,1,E,looks like rabbit ears on the top,7,3.0,3
group032,4,10,1,E,two triangles balancing on a square head,7,3.0,3
group032,4,11,1,D,standing figure,2,3.0,3
group032,4,11,1,D,square head on the top facing left,7,3.0,3
group032,4,11,1,D,flat down the right side of the body,8,3.0,3
group032,4,11,1,D,"arms out to the left, like the offering one but standing straight",12,3.0,3
group032,4,12,2,D,it's the same one as the last one of the first round,12,3.0,3
group032,4,12,2,D,body's standing to the left,5,3.0,3
group032,4,13,2,J,"similar to the prev one, but this one is facing to the right and has a shorter stature",18,3.0,3
group032,4,13,2,J,not the offering one,4,3.0,3
group032,4,13,2,J,"its left side is completely ""flat"" or straight",8,3.0,3
group032,4,13,2,J,yes to to the square,5,3.0,3
group032,4,14,2,E,the bunny ear one with the two triangles on top,10,3.0,3
group032,4,15,2,F,this one's facing to the left,6,3.0,3
group032,4,15,2,F,legs are out,3,3.0,3
group032,4,15,2,F,square is slightly tilted forward to their legs,8,3.0,3
group032,4,16,2,B,the square's balancing on top of 2 triangles,8,3.0,3
group032,4,16,2,B,"one triangle is bigger, the other (on the right) is smaller",11,3.0,3
group032,4,17,2,K,this one is facing to the right,7,2.0,3
group032,4,17,2,K,"seems to be on its knees but with its ""feet"" facing up",12,2.0,3
group032,4,17,2,K,arms out,2,2.0,3
group032,4,17,2,K,"triangles on the bottom - the left triangle seems to be more upwards, right triangle is more downwards",18,2.0,3
group032,4,17,2,K,"yes, the figure is facing completely to the right",9,2.0,3
group032,4,18,2,I,the ice skating one,4,3.0,3
group032,4,18,2,I,figure facing to the left,5,3.0,3
group032,4,18,2,I,with one leg sticking back out,6,3.0,3
group032,4,19,2,G,square seems to be tilted backward,6,3.0,3
group032,4,19,2,G,there are two triangles on the right,7,3.0,3
group032,4,19,2,G,these two triangles seem to be of the same size,10,3.0,3
group032,4,19,2,G,a bit small in shape,5,3.0,3
group032,4,19,2,G,"and to the left, on the bottom, is a slanted rectangle",11,3.0,3
group032,4,19,2,G,hmmm the rectangle on the bottom is not like the others,11,3.0,3
group032,4,19,2,G,and it's more positioned on the left,7,3.0,3
group032,4,19,2,G,"to the right has two triangles, one is a hand? and the other is a foot",16,3.0,3
group032,4,19,2,G,facing the right,3,3.0,3
group032,4,20,2,C,"arms are separated, one on the left and one on the right",12,3.0,3
group032,4,20,2,C,person seems to be leaning more towards the left,9,3.0,3
group032,4,21,2,H,no arms,2,3.0,3
group032,4,21,2,H,facing the right,3,3.0,3
group032,4,22,2,L,offering position,2,3.0,3
group032,4,22,2,L,facing the right,3,3.0,3
group032,4,22,2,L,knees bent,2,3.0,3
group032,4,23,2,A,looks like a walking zombie,5,3.0,3
group032,4,23,2,A,"square tilted back, figure facing the left",7,3.0,3
group032,4,23,2,A,"one leg is down, one leg is up",8,3.0,3
group032,4,24,3,K,offering on knees,3,2.0,3
group032,4,24,3,K,facing right,2,2.0,3
group032,4,24,3,K,triangle on bottom left facing up,6,2.0,3
group032,4,24,3,K,arms out right in offering position,6,2.0,3
group032,4,25,3,G,figure that is laying down,5,2.0,3
group032,4,25,3,G,"square tilted out left, triangle at bottom right",8,2.0,3
group032,4,25,3,G,trapezoid bottom left,3,2.0,3
group032,4,26,3,J,"square balancing on flat top, facing right",7,3.0,3
group032,4,26,3,J,"left side is flat, arm facing right",7,3.0,3
group032,4,27,3,L,"offering in knees bent position, not the one on knees, just knees slightly bent",14,3.0,3
group032,4,27,3,L,facing right,2,3.0,3
group032,4,28,3,H,"facing right, square balancing on top, flat on either side",10,3.0,3
group032,4,28,3,H,no arms,2,3.0,3
group032,4,28,3,H,triangle for feet bottom right,5,3.0,3
group032,4,28,3,H,looks like a blob with a square head,8,3.0,3
group032,4,28,3,H,no triangles,2,3.0,3
group032,4,29,3,D,"standing, facing left with arms out and square balanced head",10,3.0,3
group032,4,29,3,D,flat right side,3,3.0,3
group032,4,29,3,D,almost looks like clothing is draping from the arm,9,3.0,3
group032,4,30,3,A,dancing birdman,2,2.0,3
group032,4,30,3,A,facing left,2,2.0,3
group032,4,30,3,A,big triangle for a head,5,2.0,3
group032,4,30,3,A,square balanced over right shoulder with one leg up,9,2.0,3
group032,4,31,3,E,rabbit,1,3.0,3
group032,4,32,3,B,"on knees, square is balancing on two triangles",8,2.0,3
group032,4,32,3,B,there's a third triangle bottom left,6,2.0,3
group032,4,32,3,B,the one triangle on the right is tilted,8,2.0,3
group032,4,32,3,B,right kinda,2,2.0,3
group032,4,32,3,B,like the triangle at the bottom left would be the feet,11,2.0,3
group032,4,33,3,I,figure skater,2,3.0,3
group032,4,34,3,F,fetal position,2,2.0,3
